reference,longitude,latitude,10/27/12 0:00,10/27/12 12:00,10/28/12 0:00,10/28/12 12:00,10/29/12 0:00,10/29/12 12:00,10/30/12 0:00,10/30/12 12:00,10/31/12 0:00,10/31/12 12:00,11/1/12 0:00,11/1/12 12:00,11/2/12 0:00,11/2/12 12:00,11/3/12 0:00,11/3/12 12:00,11/4/12 0:00,11/4/12 12:00,11/5/12 0:00,11/5/12 12:00,11/6/12 0:00,11/6/12 12:00,11/7/12 0:00,11/7/12 12:00,11/8/12 0:00,11/8/12 12:00,11/9/12 0:00
asset_1240,-73.9811826,40.79092122,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.10E-05,9.10E-05,9.10E-05,9.10E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.12E-05,9.12E-05,9.12E-05,9.12E-05,9.12E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05,9.13E-05
asset_1241,-73.97123888,40.75230171,0.005704911,0.005705785,0.005706657,0.00570753,0.005708403,0.005709275,0.005710148,0.00571102,0.005711898,0.005712771,0.005713648,0.00571452,0.005715393,0.005716266,0.005717141,0.005718016,0.005718888,0.005719761,0.005720634,0.005721509,0.005722382,0.005723255,0.005724129,0.005725002,0.005725875,0.005726748,0.005727623
asset_1242,-73.92852147,40.78206425,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.04E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05
asset_1243,-73.92395162,40.86039935,0.000188758,0.000188789,0.000188831,0.000188863,0.000188893,0.00018893,0.00018896,0.000188989,0.000189018,0.000189047,0.000189077,0.000189106,0.000189135,0.000189164,0.000189194,0.000189235,0.000189274,0.000189329,0.000189358,0.000189388,0.000189418,0.000189449,0.000189478,0.000189507,0.000189536,0.000189566,0.000189595
asset_1244,-73.98263107,40.73507612,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05,4.02E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05,4.03E-05
asset_1245,-73.93570658,40.80369806,0.000182806,0.000182835,0.000182884,0.000182919,0.000182948,0.000182976,0.000183005,0.000183034,0.000183062,0.000183091,0.00018312,0.000183148,0.000183177,0.000183206,0.000183235,0.000183264,0.000183292,0.000183321,0.00018335,0.000183379,0.000183407,0.000183436,0.000183465,0.000183494,0.000183522,0.000183551,0.00018358
asset_1246,-73.98617417,40.749961,0.000504937,0.000505015,0.000505092,0.000505178,0.000505256,0.000505333,0.000505411,0.000505488,0.000505569,0.000505646,0.000505865,0.000506416,0.000506494,0.000506585,0.000506674,0.000506751,0.000506829,0.000506906,0.000506983,0.000507081,0.000507158,0.000507257,0.000507336,0.000507424,0.00051158,0.000511658,0.000512465
asset_1247,-73.92437237,40.8601687,0.000157414,0.00015744,0.000157466,0.000157492,0.000157518,0.000157543,0.000157569,0.000157594,0.00015762,0.000157645,0.000157675,0.000157711,0.000157737,0.000157763,0.000157788,0.000157814,0.000157843,0.000157868,0.00015791,0.000157936,0.000157962,0.000157988,0.000158014,0.000158039,0.000158065,0.000158092,0.000158118
asset_1248,-73.93670332,40.86068328,0.000333846,0.000334209,0.000334572,0.000334935,0.000335299,0.000335662,0.000336026,0.000336389,0.000336753,0.000337117,0.00033748,0.000337845,0.000338209,0.000338573,0.000338937,0.000339383,0.000339748,0.000340112,0.000340477,0.000340841,0.000341206,0.00034157,0.000341935,0.0003423,0.000342665,0.00034303,0.000343395
asset_1249,-73.95121189,40.76176827,5.63E-05,5.63E-05,5.63E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.66E-05,5.66E-05,5.66E-05
asset_1250,-73.98707309,40.76473451,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.28E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.29E-05,4.30E-05
asset_1251,-73.99363588,40.71129315,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.72E-05,7.73E-05,7.74E-05,7.88E-05,7.89E-05,7.89E-05,7.89E-05,7.89E-05,7.89E-05,7.89E-05,7.90E-05,7.90E-05,7.90E-05
asset_1252,-74.00167808,40.75839132,0.000500466,0.000500578,0.000500813,0.000500895,0.00050101,0.000501093,0.000501175,0.000501257,0.000501387,0.000501469,0.000501553,0.000501803,0.000501885,0.000501977,0.00050206,0.000502142,0.000502227,0.000502309,0.0005024,0.000502482,0.000505231,0.00050534,0.000505446,0.000505528,0.00050561,0.000505695,0.00050578
asset_1253,-73.97688762,40.74355618,2.27E-05,2.27E-05,2.27E-05,2.27E-05,2.27E-05,2.27E-05,2.27E-05,2.27E-05,2.27E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05
asset_1254,-73.95746384,40.77180277,5.49E-05,5.49E-05,5.52E-05,5.52E-05,5.90E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.92E-05,5.93E-05,5.93E-05,5.93E-05,5.94E-05,5.94E-05,5.94E-05,5.94E-05,5.94E-05,5.94E-05,5.94E-05,5.94E-05,5.94E-05
asset_1255,-73.9269106,40.78338688,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.32E-05,6.32E-05
asset_1256,-73.94996888,40.81452378,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.74E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.75E-05,5.76E-05,5.76E-05,5.76E-05,5.76E-05,5.76E-05,5.76E-05
asset_1257,-73.95670015,40.78086473,4.19E-05,4.19E-05,4.19E-05,4.20E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.22E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05
asset_1258,-73.97691084,40.75740796,0.000175666,0.000176421,0.000176479,0.000176517,0.000176546,0.000176576,0.000176604,0.000176632,0.000176679,0.000176707,0.000176737,0.000237307,0.000237345,0.000237383,0.00023742,0.00023747,0.00023751,0.000237829,0.000237867,0.000237908,0.000237946,0.000237984,0.000238022,0.000238061,0.0002381,0.000238137,0.000238177
asset_1259,-73.9954249,40.7194165,9.44E-05,9.45E-05,9.45E-05,9.46E-05,9.46E-05,9.46E-05,9.46E-05,9.46E-05,9.46E-05,9.47E-05,9.47E-05,9.47E-05,9.47E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.51E-05,9.51E-05,9.51E-05,9.51E-05
asset_1260,-73.97021879,40.75603727,0.000282638,0.000282839,0.000282892,0.000283014,0.000283062,0.000283112,0.000283158,0.000283203,0.000287372,0.000287423,0.000287493,0.000287773,0.000287826,0.00029138,0.000291426,0.000294348,0.000294398,0.000294446,0.000294494,0.000294542,0.000294588,0.000294635,0.000294682,0.000294747,0.000294797,0.000294843,0.00029489
asset_1261,-73.94211876,40.81014072,0.000236004,0.000236056,0.000236093,0.00023613,0.000236169,0.000236209,0.000236246,0.000236283,0.000236321,0.00023636,0.000236398,0.000236451,0.000236488,0.000236536,0.000236573,0.000237059,0.000237096,0.000237229,0.000237267,0.000237305,0.000237342,0.000237395,0.000237433,0.00023747,0.000237508,0.000237554,0.000237591
asset_1262,-73.9492549,40.81404667,0.000300761,0.000300842,0.000300892,0.000301045,0.000301095,0.00030115,0.0003012,0.00030125,0.0003013,0.00030135,0.00030141,0.000301462,0.000301512,0.000301566,0.000301617,0.000301753,0.000301807,0.000301955,0.000302005,0.000302073,0.000302134,0.000302214,0.000302272,0.000302325,0.000302377,0.000302456,0.000302508
asset_1263,-73.94110213,40.84578512,6.12E-05,6.12E-05,6.12E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05
asset_1264,-73.94487022,40.82076099,7.14E-05,7.14E-05,7.14E-05,7.15E-05,7.15E-05,7.15E-05,7.15E-05,7.15E-05,7.15E-05,7.15E-05,7.15E-05,7.16E-05,7.16E-05,7.16E-05,7.16E-05,7.16E-05,7.16E-05,7.16E-05,7.16E-05,7.17E-05,7.17E-05,7.17E-05,7.17E-05,7.17E-05,7.18E-05,7.18E-05,7.18E-05
asset_1265,-73.9806898,40.73519196,2.79E-05,2.79E-05,2.79E-05,2.80E-05,2.80E-05,2.88E-05,2.88E-05,2.88E-05,2.88E-05,2.88E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05,2.89E-05
asset_1266,-73.98518567,40.71749082,0.000215184,0.000215245,0.000215822,0.000215937,0.000215987,0.000216021,0.000216056,0.000216091,0.000216126,0.000216161,0.000216196,0.00021623,0.000216265,0.0002163,0.000216348,0.000216397,0.000216445,0.00021648,0.000216519,0.000216558,0.000216593,0.000216628,0.000216663,0.000217153,0.000217189,0.00021724,0.000217277
asset_1267,-73.95920379,40.75784229,8.35E-05,8.35E-05,8.41E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05,8.44E-05,8.44E-05,8.45E-05,8.45E-05,8.45E-05,8.45E-05,8.45E-05,8.46E-05,8.46E-05
asset_1268,-73.96479396,40.75473303,0.000164685,0.000164715,0.000164746,0.000164774,0.000164802,0.00016483,0.000164858,0.000164886,0.000164914,0.000164942,0.00016497,0.000164998,0.000165026,0.000165054,0.000168554,0.000168613,0.000168642,0.000168671,0.000168699,0.000168728,0.000168757,0.000168785,0.000168814,0.000168842,0.000168871,0.000168899,0.000168928
asset_1269,-73.99280554,40.72105412,5.65E-05,5.65E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.68E-05,5.68E-05,5.68E-05,5.68E-05
asset_1270,-73.9879933,40.72501555,9.27E-05,9.27E-05,9.28E-05,9.28E-05,9.28E-05,9.29E-05,9.29E-05,9.29E-05,9.29E-05,9.29E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.31E-05,9.32E-05,9.32E-05,9.32E-05,9.33E-05,9.33E-05,9.33E-05,9.33E-05,9.33E-05,9.33E-05,9.34E-05,9.34E-05
asset_1271,-73.91487323,40.86879009,0.000352127,0.00035221,0.000352294,0.000352376,0.000352458,0.00035254,0.000352622,0.000352704,0.000352786,0.000352868,0.00035295,0.000353032,0.000353114,0.000353196,0.000353311,0.000353434,0.000353528,0.000353636,0.000353729,0.000353842,0.000353924,0.000354006,0.000354088,0.00035417,0.000355079,0.000355162,0.000355254
asset_1272,-73.95625485,40.80405843,6.70E-05,6.70E-05,6.70E-05,6.70E-05,6.70E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.72E-05,6.72E-05,6.72E-05,6.72E-05,6.72E-05,6.74E-05,6.74E-05,6.74E-05,6.74E-05,6.74E-05,6.74E-05,6.75E-05,6.75E-05
asset_1273,-73.99683023,40.74190446,0.000112454,0.000112479,0.000112584,0.000112605,0.000112936,0.000112954,0.000112972,0.00011299,0.000113009,0.000113027,0.000113045,0.000113063,0.000113082,0.0001131,0.000113227,0.000113441,0.000113523,0.000113634,0.000113715,0.000113776,0.000113877,0.000113974,0.000114082,0.000114133,0.000114162,0.000114348,0.000114381
asset_1274,-73.9385169,40.84422333,5.97E-05,5.97E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05,6.00E-05,6.00E-05,6.00E-05,6.00E-05,6.00E-05
asset_1275,-73.91787369,40.79761531,0.00017628,0.000176309,0.000176338,0.000176368,0.000176397,0.000176426,0.000176456,0.000176485,0.000176514,0.000176544,0.000176573,0.000176602,0.000176632,0.000176661,0.00017669,0.00017672,0.000176749,0.000176782,0.000176811,0.000176842,0.000176871,0.000176901,0.00017693,0.000176959,0.000176989,0.000177018,0.000177048
asset_1276,-73.92584973,40.87062917,0.0007143,0.000714669,0.000715014,0.00071513,0.000715512,0.000715628,0.000715743,0.000715858,0.000715974,0.000716089,0.000716204,0.00071632,0.000716435,0.00071655,0.000716685,0.000716822,0.000716955,0.000717071,0.00071721,0.000717347,0.000717463,0.000717595,0.000717724,0.000717851,0.000717967,0.000718088,0.00071821
asset_1277,-74.00330598,40.72302774,4.01E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.02E-05,4.03E-05,4.03E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.04E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.05E-05,4.06E-05,4.06E-05,4.06E-05
asset_1278,-73.96030277,40.75945776,8.22E-05,8.22E-05,8.23E-05,8.23E-05,8.23E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.25E-05,8.25E-05,8.25E-05,8.25E-05,8.25E-05,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.28E-05,8.28E-05,8.28E-05
asset_1279,-73.94800214,40.79485509,8.05E-05,8.05E-05,8.05E-05,8.05E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.07E-05,8.07E-05,8.07E-05,8.07E-05,8.07E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.09E-05,8.09E-05,8.09E-05,8.09E-05,8.09E-05,8.10E-05,8.10E-05
asset_1280,-73.95159319,40.76753769,7.21E-05,7.21E-05,7.21E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05
asset_1281,-73.98852357,40.71913124,8.49E-05,8.50E-05,8.50E-05,8.50E-05,8.51E-05,8.56E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.57E-05,8.58E-05,8.58E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.60E-05,8.60E-05,8.60E-05,8.60E-05,8.60E-05
asset_1282,-74.01157492,40.70706272,0.000232755,0.000232801,0.000232849,0.000232896,0.000232942,0.00023299,0.000233035,0.000233081,0.000233127,0.000233173,0.000233219,0.000233265,0.000233311,0.000233358,0.000233404,0.00023345,0.000233496,0.000233542,0.000233588,0.000233634,0.00023368,0.000233739,0.000233785,0.000233832,0.000233878,0.000233927,0.000233973
asset_1283,-73.97018581,40.75436656,0.000102379,0.000102396,0.000102412,0.000102429,0.000102446,0.000102463,0.000102479,0.000102496,0.000102512,0.000102529,0.000102546,0.000102562,0.000102579,0.000102595,0.000102612,0.000102628,0.000102645,0.000102661,0.000102678,0.000102695,0.000102711,0.000102728,0.000102744,0.000102761,0.000102778,0.000102794,0.000102811
asset_1284,-73.97141694,40.80482862,0.000464334,0.000464411,0.000464486,0.000464635,0.000464711,0.000464786,0.000464862,0.000464937,0.000465012,0.000465088,0.000465163,0.000465239,0.000465314,0.000465389,0.000465465,0.00046554,0.000465616,0.000465691,0.000465767,0.000465843,0.000465918,0.000465994,0.000466069,0.000466145,0.00046622,0.000466296,0.000466372
asset_1285,-73.99544876,40.75325497,0.000115536,0.000115565,0.00011559,0.000115617,0.000115642,0.000115668,0.000115693,0.000115718,0.000115743,0.000115768,0.000115794,0.000115819,0.000115844,0.000115869,0.000115895,0.00011599,0.000116015,0.00011641,0.000116435,0.000116461,0.000116486,0.000116511,0.000116537,0.000116565,0.000116591,0.000116616,0.000116642
asset_1286,-73.9311731,40.84560139,0.000125818,0.00012584,0.000125861,0.000125882,0.000125903,0.000125925,0.000125946,0.000125967,0.000125988,0.000126009,0.000126031,0.000126052,0.000126073,0.000126094,0.000126115,0.000126137,0.000126158,0.00012618,0.000126201,0.000126222,0.000126243,0.000126265,0.000126286,0.000126307,0.000126328,0.000126349,0.000126371
asset_1287,-73.99562906,40.76635747,0.000449481,0.000449557,0.000449632,0.000449708,0.000449784,0.00044986,0.000449935,0.000450011,0.000450086,0.000450162,0.000450238,0.000450313,0.000450389,0.000450465,0.00045054,0.000450616,0.000450692,0.000450782,0.000450858,0.000450935,0.000451011,0.000451086,0.000451162,0.000451238,0.000451314,0.000451389,0.000451465
asset_1288,-73.96379987,40.80975266,7.40E-05,7.40E-05,7.40E-05,7.40E-05,7.40E-05,7.41E-05,7.41E-05,7.41E-05,7.41E-05,7.41E-05,7.42E-05,7.42E-05,7.42E-05,7.42E-05,7.42E-05,7.42E-05,7.42E-05,7.42E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.43E-05,7.44E-05
asset_1289,-74.00641013,40.72125777,8.17E-05,8.17E-05,8.17E-05,8.17E-05,8.17E-05,8.17E-05,8.17E-05,8.18E-05,8.18E-05,8.18E-05,8.18E-05,8.18E-05,8.18E-05,8.18E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05
asset_1290,-73.97853848,40.73640194,6.04E-05,6.04E-05,6.04E-05,6.04E-05,6.04E-05,6.04E-05,6.04E-05,6.04E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05
asset_1291,-73.96719122,40.76311357,0.000108125,0.000108143,0.00010816,0.000108178,0.000108196,0.000108218,0.000108236,0.000108254,0.000108272,0.00010829,0.000108308,0.000108325,0.000108343,0.000108399,0.00010843,0.000108448,0.000108466,0.000108484,0.000108501,0.000108519,0.000108537,0.000108557,0.000108575,0.000108592,0.00010861,0.000108628,0.000108647
asset_1292,-73.98625894,40.72634345,0.000247638,0.000247681,0.000247723,0.000247766,0.000247809,0.000247859,0.000247901,0.000247944,0.000247987,0.00024803,0.000248072,0.000248115,0.000248158,0.000248201,0.000248243,0.000248287,0.00024833,0.000248373,0.000248415,0.000248458,0.000248501,0.000248545,0.000248587,0.000248656,0.000248699,0.000248742,0.000248784
asset_1293,-74.00825667,40.71671879,8.34E-05,8.34E-05,8.34E-05,8.34E-05,8.34E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.35E-05,8.36E-05,8.36E-05,8.36E-05,8.36E-05,8.36E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05
asset_1294,-74.00549706,40.72039358,0.000157658,0.000157703,0.00015774,0.000157794,0.000157834,0.000157872,0.000157906,0.000157939,0.000157973,0.000158006,0.00015804,0.000158073,0.000158107,0.00015814,0.000158174,0.000158211,0.000158245,0.00015828,0.000158314,0.000158349,0.000158385,0.000158421,0.000158455,0.00015849,0.000158526,0.000158567,0.000158603
asset_1295,-73.98618687,40.75760565,6.78E-05,6.78E-05,6.78E-05,6.79E-05,6.79E-05,6.79E-05,6.79E-05,6.79E-05,6.79E-05,6.79E-05,6.79E-05,6.80E-05,6.80E-05,6.80E-05,6.80E-05,6.80E-05,6.80E-05,6.81E-05,6.81E-05,6.81E-05,6.81E-05,6.81E-05,6.81E-05,6.81E-05,6.81E-05,6.81E-05,6.82E-05
asset_1296,-73.93462737,40.80809541,9.86E-05,9.86E-05,9.86E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.88E-05,9.88E-05,9.88E-05,9.88E-05,9.88E-05,9.89E-05,9.89E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.91E-05,9.91E-05,9.91E-05,9.92E-05,9.92E-05,9.92E-05,9.92E-05
asset_1297,-73.94532398,40.78054255,9.81E-05,9.81E-05,9.81E-05,9.81E-05,9.82E-05,9.82E-05,9.82E-05,9.82E-05,9.82E-05,9.82E-05,9.83E-05,9.83E-05,9.83E-05,9.83E-05,9.83E-05,9.84E-05,9.84E-05,9.84E-05,9.84E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.85E-05,9.86E-05,9.86E-05,9.86E-05
asset_1298,-73.94769553,40.81955916,7.17E-05,7.18E-05,7.18E-05,7.18E-05,7.18E-05,7.18E-05,7.18E-05,7.18E-05,7.52E-05,7.52E-05,7.52E-05,7.52E-05,7.52E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.53E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05,7.54E-05
asset_1299,-74.00679803,40.72553758,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05,3.59E-05
asset_1300,-73.94615163,40.83438839,5.53E-05,5.53E-05,5.53E-05,5.53E-05,5.53E-05,5.53E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.54E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05,5.55E-05
asset_1301,-74.00066497,40.75454788,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.35E-05,9.36E-05,9.36E-05,9.36E-05,9.36E-05,9.36E-05,9.36E-05,9.36E-05,9.37E-05,9.37E-05,9.37E-05,9.37E-05,9.37E-05,9.38E-05,9.38E-05,9.38E-05,9.38E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05,9.39E-05
asset_1302,-73.97937197,40.78768524,7.34E-05,7.34E-05,7.34E-05,7.34E-05,7.34E-05,7.34E-05,7.34E-05,7.34E-05,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.35E-05,7.36E-05,7.36E-05,7.36E-05,7.36E-05,7.36E-05,7.36E-05,7.36E-05,7.37E-05,7.37E-05,7.37E-05,7.37E-05
asset_1303,-73.93418589,40.81505428,0.000170893,0.000170936,0.000170967,0.000171,0.000171029,0.000171057,0.000171085,0.000171113,0.000171141,0.00017117,0.000171198,0.000171226,0.000171254,0.000171283,0.000171367,0.000171395,0.000171423,0.000171509,0.000171537,0.000171566,0.000171594,0.000171622,0.000171651,0.000171679,0.000171707,0.000171735,0.000171764
asset_1304,-74.02079634,40.68549149,8.13E-05,8.13E-05,8.13E-05,8.14E-05,8.14E-05,8.14E-05,8.14E-05,8.14E-05,8.14E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.15E-05,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.16E-05,8.17E-05,8.17E-05,8.17E-05,8.17E-05
asset_1305,-73.92455195,40.85440314,9.97E-05,9.97E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.99E-05,9.99E-05,9.99E-05,9.99E-05,9.99E-05,9.99E-05,1.00E-04,1.00E-04,1.00E-04,0.000100015,0.000100032,0.000100049,0.000100066,0.000100083,0.0001001,0.000100117,0.000100134,0.00010015,0.000100167
asset_1306,-73.94288994,40.83332469,0.001335352,0.001335578,0.001335803,0.001336059,0.001336285,0.00133651,0.001336735,0.001336961,0.001337186,0.001337412,0.001337637,0.001337863,0.001338088,0.001338314,0.001338539,0.001338768,0.001338994,0.001339241,0.001339466,0.001339696,0.001339944,0.00134017,0.001340395,0.001340621,0.001340846,0.001341072,0.001341298
asset_1307,-73.97748715,40.78049887,5.79E-05,5.79E-05,5.79E-05,5.79E-05,5.79E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.81E-05,5.82E-05,5.82E-05,5.82E-05,5.82E-05,5.82E-05,5.82E-05,5.82E-05,5.82E-05
asset_1308,-73.98128322,40.7910891,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.30E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.31E-05,6.32E-05,6.32E-05,6.32E-05,6.32E-05,6.32E-05,6.32E-05,6.33E-05,6.33E-05,6.33E-05,6.33E-05,6.33E-05,6.33E-05,6.33E-05,6.33E-05,6.33E-05
